ID,Tipo,SKU,Nombre,Publicado,"¿Está destacado?","Visibilidad en el catálogo","Descripción corta",Descripción,"Fecha en que empieza el precio rebajado","Fecha en que termina el precio de oferta","Estado del impuesto","Clase de impuesto","¿En inventario?",Inventario,"Cantidad de bajo inventario","¿Permitir reservas de productos agotados?","Vendido Individualmente?","Peso (kg)","Longitud (cm)","Ancho (cm)","Altura (cm)","¿Permitir reseñas de clientes?","Notas de la compra","Precio de oferta","Precio normal",Categorías,Etiquetas,"Clase de envío",Imágenes,"Límite de descargas","Días de caducidad de la descarga",Superior,"Productos agrupados","Ventas dirigidas","Ventas cruzadas","URL externa","Texto del botón",Posición,"Nombre del atributo 1","Valor(es) del atributo 1","Atributo visible 1","Atributo global 1"
5274,simple,43131,"Joystick NG 3003",1,0,visible,"<ul>
 	<li>2 palancas analógicas.</li>
 	<li>1 interruptor análogo.</li>
 	<li>Posee función (dual shock) VIBRACION</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Joystick para P3 analógico.</li>
 	<li>2 palancas analógicas.</li>
 	<li>1 interruptor análogo.</li>
 	<li>Posee función (dual shock) VIBRACION</li>
 	<li>Incluye  cable USB  de 1.8 metros.</li>
</ul>
<strong>MODELO: NG3003</strong>

<strong>CODIGO: 43131</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2123,"Tecnología, Tiempo Libre","gamer, JOISTIC, joistyk, joystick",,https://smartpro.com.ar/wp-content/uploads/2021/04/Joystick-NG-2131.jpg,,,,,,,,,0
5275,simple,43252,"Mini Bafle Noganet NG-P81BT",1,0,visible,"<ul>
 	<li>6W de Potencia Total</li>
 	<li>Bluetooth</li>
 	<li>Controles de Volumen + Play/Pause + Anterior/Siguiente para seleccionar canciones</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>6W de Potencia Total</li>
 	<li>Bluetooth</li>
 	<li>Controles de Volumen + Play/Pause + Anterior/Siguiente para seleccionar canciones</li>
 	<li>Micrófono incorporado</li>
 	<li>Controles de Luces Intermitentes</li>
 	<li>Lector de Tarjeta TF</li>
 	<li> Botón ON/OFF</li>
 	<li>Puerto USB</li>
 	<li>Salida para Auriculares</li>
</ul>
<strong>MODELO: NG-P81BT</strong>

<strong>CODIGO: 43252</strong>",,,taxable,,1,3,,0,0,,,,,0,,,4242,"Audio, Hogar","Bluetooth, mini bafle, Parlante",,https://smartpro.com.ar/wp-content/uploads/2021/04/Mini-bafle-NG-P8.jpg,,,,,,,,,0
5277,simple,43264,"Parlante Lámpara",1,0,visible,"El Parlante Inalámbrico Music Lamp 1 reproduce tu música vía Bluetooth además de ser velador.
Posee una ""LED Soft Light"" direccional, ideal para mesa de luz, lectura, etc. con un brazo flexible de 360°.","Todo lo que necesitas saber sobre este producto.

- Potencia Total 3W
- Tecnología Inalámbrica V2.1
- Recepción Bluetooth con alcance de hasta 10 metros
- Luz ""LED Soft Light"" direccional
- Brazo flexible de 360°
- Botón Power ON/OFF
- Puerto micro USB para recarga de Batería
- Sensor táctil lateral que regula la intensidad de la luz
- Controles de Play/Pause, Phone, Anterior/Siguiente y Volumen
- Sistema de Manos Libres con Micrófono incorporado para recepción de llamadas
- Mini LED indicador de funcionamiento
- Funciona con Batería de Litio Recargable de 500mAH
- Incluye cable USB para recarga de Batería

<strong>CODIGO: 43264</strong>

<strong>MODELO: NG-LAMP1</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2478,"Audio, Hogar","lampara, Parlante, velador",,https://smartpro.com.ar/wp-content/uploads/2021/04/Lampara-parlante.jpg,,,,,,,,,0
5279,simple,25134,"Lámpara Velador",1,0,visible,"<ul>
 	<li>Lámpara velador de led de 3 intensidades</li>
 	<li>Táctil</li>
 	<li>USB</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Lámpara velador de led de 3 intensidades</li>
 	<li>Táctil</li>
 	<li>USB</li>
</ul>
<strong>CODIGO: 25134</strong>

<strong>MODELO: WG-393</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2700,Hogar,"lampara, USB, velador",,https://smartpro.com.ar/wp-content/uploads/2021/04/Lampara-velador-led.jpg,,,,,,,,,0
5281,simple,43265,"Kit USB Noganet",1,0,visible,"<ul>
 	<li>Mini Teclado numérico</li>
 	<li>Lámpara LED USB</li>
 	<li>HUB USB 2.0 de 4 Puertos</li>
 	<li>Cable retráctil USB a mini USB</li>
 	<li>Mini Mouse Óptico USB con cable retráctil</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Mini Teclado numérico</li>
 	<li>Lámpara LED USB</li>
 	<li>HUB USB 2.0 de 4 Puertos</li>
 	<li>Cable retráctil USB a mini USB</li>
 	<li>Mini Mouse Óptico USB con cable retráctil</li>
</ul>
<strong>MODELO:</strong>
<strong>CODIGO: 43265</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1804,Tecnología,"KIT, Mouse, teclado",,https://smartpro.com.ar/wp-content/uploads/2021/04/Kit-usb.jpg,,,,,,,,,0
5286,simple,43284,"Auriculares Noganet NG 55BT",1,0,visible,"Noga Fit Color Headphones son perfectos para disfrutar de tu música y tus llamadas.
Un excelente sonido, libre de cables.
Sincronizalos con tu Smartphone u otros dispositivos.","Todo lo que necesitas saber sobre este producto.

Noga Fit Color Headphones son perfectos para disfrutar de tu música y tus llamadas.
Un excelente sonido, libre de cables.
Sincronizalos con tu Smartphone u otros dispositivos.

- Diámetro de Auricular: 40 mm
- Diseño Plegable
- Acolchados con vincha ajustable
- Recepción Inalámbrica BT hasta 10 metros
- Sistema de Manos Libres con Micrófono incorporado para recepción de llamadas
- Botón Power ON/OFF, Control de Volumen/EQ, Entrada Auxiliar miniplug 3.5 Stereo, Mic, Entrada DC 5V, Control Anterior-Siguiente/Play-Pause en lateral derecho
- Tiempo de reproducción de audio: cerca de 6 horas
- Tiempo de habla: hasta 5 horas
- Funciona con Batería de Litio recargable
- Tiempo de carga: 3 horas
- Incluye Cable DC 5V / USB para recarga de Batería

&nbsp;

Colores: rosado, negro, rojo, blanco.

<strong>MODELO: NG 55BT</strong>
<strong>CODIGO: 43284</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3000,"Audio, Tiempo Libre",Auriculares,,https://smartpro.com.ar/wp-content/uploads/2021/04/Auriculares-NG55BT.jpg,,,,,,,,,0
5287,simple,"43290 AZ","Auriculares NG btwins 5",1,0,visible,"Sentí la absoluta comodidad que te brinda NG-BTWINS 5S a través de su ""Touch Control"": un sistema totalmente táctil en cada Auricular que responden a una suave pulsación y permiten controlarlos con total seguridad.
Su tecnología TWS (True Wireless Stereo) te brinda un Audio de Alta Resolución y con la ventaja de que pueden ser usados por 2 personas (1 Auricular cada uno).","Todo lo que necesitas saber sobre este producto.

Sentí la absoluta comodidad que te brinda NG-BTWINS 5S a través de su ""Touch Control"": un sistema totalmente táctil en cada Auricular que responden a una suave pulsación y permiten controlarlos con total seguridad.
Su tecnología TWS (True Wireless Stereo) te brinda un Audio de Alta Resolución y con la ventaja de que pueden ser usados por 2 personas (1 Auricular cada uno).
La tecnología TWS consiste en que cada Auricular recibe la misma mezcla de sonido y funcionan siempre uno vinculado con el otro (Maestro-Esclavo).
Un Auricular usado en forma individual tiene un alcance de hasta 12 metros.
Y un oyente con ambos Auriculares podrá disfrutar de un sonido envolvente de nueva generación.
También cuentan con Sistema de Manos Libres para recepción de llamadas de tu Smartphone con un Micrófono en cada Auricular.
Te brindan total libertad de movimiento y total comodidad, tanto en tu hogar como en exteriores.
Incluyen Estuche/Cargador que recarga los Auriculares estés donde estés sin necesidad de usar cables.
Y su tamaño ""ultra-small"" lo hace absolutamente portable.
Viví una nueva experiencia en Auriculares Inalámbricos.

FICHA TÉCNICA

ESPECIFICACIONES

Versión Bluetooth: 5.0 + EDR;
Cancelación de ruido CVC 6.0;
Diámetro de Auricular: 10 mm;
Impedancia: 32 Ohm;
Recepción Inalámbrica: hasta 10 metros el par, 12 metros en forma individual;
Touch control: Control de Volumen, Play/Pause, Anterior/Siguiente y Recepción de Llamadas en ambos Auriculares;
Micrófono incorporado de Alta Calidad en Auricular derecho (Maestro);
Atiende llamadas por Sistema de Manos Libres;
Tiempo de reproducción de audio: hasta 3 horas;
Batería: 30 mAh (Auricular), 300 mAh (Estuche);
Tiempo de carga: 1 hora;
Incluye Cable USB para recarga de Batería

<strong>MODELO: NG-BTWINS 5</strong>
<strong>CODIGO: 43290 AZ</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2500,"Audio, Tiempo Libre","Auriculares, Auriculares Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/04/Auriculares-NG-BTWINS-5.jpg,,,,,,,,,0
5289,simple,43313,"Receptor WiFi NogaNet NG-UW06",1,0,visible,"<ul>
 	<li>Receptor adaptador Nano WiFi</li>
 	<li>Interfase USB 2.0 / 150 Mbps</li>
 	<li>Frecuencia 2.4 Ghz</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Receptor adaptador Nano WiFi</li>
 	<li>Interfase USB 2.0 / 150 Mbps</li>
 	<li>Frecuencia 2.4 Ghz</li>
</ul>
<strong>MODELO: NG-UW06</strong>
<strong>CODIGO: 43313</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1100,Tecnología,"receptor de wifi, wifi",,https://smartpro.com.ar/wp-content/uploads/2021/04/Receptor-Adaptador-Nano-Wifi-1.jpg,,,,,,,,,0
5294,simple,43308,"Placa WiFi PCI Totolink",1,0,visible,"<ul>
 	<li>Placa PCI Totolink / antena 2dBi</li>
 	<li>150 Mbps</li>
 	<li>IEEE 802.11n/g/b</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Placa PCI Totolink / antena 2dBi</li>
 	<li>150 Mbps</li>
 	<li>IEEE 802.11n/g/b</li>
</ul>
<strong>MODELO: PCI</strong>
<strong>CODIGO: 43308</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2200,Tecnología,"receptor de wifi, wifi",,https://smartpro.com.ar/wp-content/uploads/2021/04/Placa-PCI-Totolink.jpg,,,,,,,,,0
5296,simple,43307,"Receptor WiFi NogaNet NG-UW02",1,0,visible,"<ul>
 	<li>Receptor adaptador WiFi</li>
 	<li>Interfase USB 2.0 / 150 Mbps</li>
 	<li>Frecuencia 2.4 Ghz</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Receptor adaptador WiFi</li>
 	<li>Interfase USB 2.0 / 150 Mbps</li>
 	<li>Frecuencia 2.4 Ghz</li>
</ul>
<strong>MODELO: NG-UW02</strong>
<strong>CODIGO: 43307</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1100,Tecnología,"receptor de wifi, wifi",,https://smartpro.com.ar/wp-content/uploads/2021/04/Receptor-adaptador-Wifi-Noga.jpg,,,,,,,,,0
5298,simple,43316,"Repetidor WiFi NogaNet NGA-352",1,0,visible,"<ul>
 	<li>IEEE 802.11B/G/N</li>
 	<li>300 Mbps</li>
 	<li>Dos antenas externas</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>IEEE 802.11B/G/N</li>
 	<li>300 Mbps</li>
 	<li>Dos antenas externas</li>
 	<li>Admite repetidor, cliente y modo AP</li>
 	<li>Se conecta a 220V</li>
 	<li>Admite enctriptaciones WPA /WPA2 / WPA-PSK / WPA2-PSK</li>
</ul>
<strong>MODELO: NGA-352</strong>
<strong>CODIGO: 43316</strong>",,,taxable,,1,2,,0,0,,,,,0,,,3716,Tecnología,"repetidor, wifi",,https://smartpro.com.ar/wp-content/uploads/2021/04/Antenas-externas.jpg,,,,,,,,,0
5300,simple,43298,"Adaptador USB inalámbrico NogaNet ES-869",1,0,visible,"<ul>
 	<li>Versión Inalámbrica 2.0 y 1.2</li>
 	<li>Banda de Transferencia de 3 Mbps</li>
 	<li>Rango de envío y recepción hasta 10 metros</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Versión Inalámbrica 2.0 y 1.2</li>
 	<li>Banda de Transferencia de 3 Mbps</li>
 	<li>Rango de envío y recepción hasta 10 metros</li>
 	<li>Interfase USB</li>
 	<li>Apto para trabajar con Redes Dial-Up, Fax, Acceso LAN y Auriculares Inalámbricos</li>
 	<li>Compatible con Windows Vista/7/8/10</li>
</ul>
<strong>MODELO: ES-869</strong>
<strong>CODIGO: 43298</strong>",,,taxable,,1,3,,0,0,,,,,0,,,800,Tecnología,"Adaptador Inalambrico",,https://smartpro.com.ar/wp-content/uploads/2021/04/Adaptador-antena-usb.jpg,,,,,,,,,0
5302,simple,43322,"Repetidor WiFi Totolink PL200KIT",1,0,visible,"<ul>
 	<li>IEEE 802.11n/g/b</li>
 	<li>220V Directo</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>IEEE 802.11n/g/b</li>
 	<li>220V Directo</li>
 	<li>Doble, 300 metros de rango, LAN</li>
 	<li>200 Mbps</li>
</ul>
<strong>MODELO: PL200KIT</strong>
<strong>CODIGO: 43322</strong>",,,taxable,,1,3,,0,0,,,,,0,,,6866,Tecnología,"repetidor, wifi",,https://smartpro.com.ar/wp-content/uploads/2021/04/Enlace-inalambrico-Totolink.jpg,,,,,,,,,0
5304,simple,43314,"Antena Totolink A011",1,0,visible,"<ul>
 	<li>2.4Ghz 11dBi Wireless Omni Directional Antenna</li>
 	<li>Cumple Con IEEEE 802.11 n/g/b de 2.4GHz Wireless Wi-Fi.</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>2.4Ghz 11dBi Wireless Omni Directional Antenna</li>
 	<li>Cumple Con IEEEE 802.11 n/g/b de 2.4GHz Wireless Wi-Fi.</li>
 	<li>11dBi: antena de alta ganancia, hace que su cobertura o recepción de señal Wi-Fi sea más amplia y potente.</li>
 	<li>Proporciona RP-SMA conector hembra.</li>
 	<li>Muy fácil de instalar, no requiere configuración.</li>
</ul>
<strong>MODELO:A011</strong>
<strong>CODIGO: 43314</strong>",,,taxable,,1,3,,0,0,,,,,0,,,1300,Tecnología,"Antena, wifi",,https://smartpro.com.ar/wp-content/uploads/2021/04/Antena-Totolink.jpg,,,,,,,,,0
5331,simple,43349,"Parlante NG BT30",1,0,visible,"Potencia total 6w

Posee 2 parlantes de 2"" con forma lateral

Esfera giratoria con 9 leds RGB

Puerto micro USB/DC5V

Lector de memoria TF

Entrada auxiliar miniplug 3.5 mm

Sintoniza radio FM

Sistema de manos libres con micrófono","Potencia total 6w

Posee 2 parlantes de 2"" con forma lateral

Esfera giratoria con 9 leds RGB

Puerto micro USB/DC5V

Lector de memoria TF

Entrada auxiliar miniplug 3.5 mm

Sintoniza radio FM

Sistema de manos libres con micrófono",,,taxable,,1,3,,0,0,,,,,0,,,"6201,01",Audio,,,https://smartpro.com.ar/wp-content/uploads/2021/05/Potencia-NG-BT30.jpg,,,,,,,,,0
5332,simple,43233,"Parlante A2010",1,0,visible,"Potencia total 6w

Posee 2 parlantes de 1,5""

Esfera con leds RGB dinámicos giratorios

Puerto micro USB

Lector de memoria TF

Mini LED indicador de funcionamiento

Sintoniza radio FM

Power ON/OFF

Incluye control remoto que también comanda las luces","Potencia total 6w

Posee 2 parlantes de 1,5""

Esfera con leds RGB dinámicos giratorios

Puerto micro USB

Lector de memoria TF

Mini LED indicador de funcionamiento

Sintoniza radio FM

Power ON/OFF

Incluye control remoto que también comanda las luces",,,taxable,,1,3,,0,0,,,,,0,,,"6491,41","Audio, Hogar, Tiempo Libre",,,https://smartpro.com.ar/wp-content/uploads/2021/05/Potencia-A2010.jpg,,,,,,,,,0
5334,simple,43508,"Parlante South Sunny TG-112 BT",1,0,visible,"<ul>
 	<li>Parlante Bluetooth 5v.</li>
 	<li>Micro USB - Fuente NO incluida</li>
 	<li>Carga con fuente de celular o USB de computadora</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Parlante Bluetooth 5v.</li>
 	<li>Micro USB - Fuente NO incluida</li>
 	<li>Carga con fuente de celular o USB de computadora</li>
</ul>
<strong>MODELO: TG-112 BT</strong>
<strong>CODIGO: 43508</strong>",,,taxable,,1,3,,0,0,,,,,0,,,4049,"Audio, Hogar, Tiempo Libre","bafle, Parlante, Parlante Bluetooth, parlantito",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-South-Sunny.jpg,,,,,,,,,0
5336,simple,43654,"Parlante Portatil Panacom SP-3049 F",1,0,visible,"Parlante Portatil Karaoke Bluetooth Panacom SP-3049 F

Con este potente equipo, podrás llevar tu música favorita a todas partes. Por su poco peso se convertirá en tu compañero ideal para todas tus actividades al aire libre, y por qué no en el living o en tu habitación.","Todo lo que necesitas saber sobre este producto.

Con este potente equipo, podrás llevar tu música favorita a todas partes. Por su poco peso se convertirá en tu compañero ideal para todas tus actividades al aire libre, y por qué no en el living o en tu habitación.
<ul>
 	<li>Conexión inalámbrica Bluetooth</li>
 	<li>LUZ</li>
 	<li>USB</li>
 	<li>Pantalla led</li>
 	<li>Batería recargable</li>
 	<li>Karaoke digital</li>
 	<li>1 Entrada para micrófono</li>
 	<li>1 Entrada Aux</li>
 	<li>2000W pmpo potencia de salida</li>
 	<li>Medida del parlante subwoofer: 6.5""</li>
 	<li>Batería de litio: 1500mAh</li>
 	<li>FM radio</li>
</ul>
<strong>MODELO: SP-3049 F</strong>
<strong>CODIGO: 43654</strong>",,,taxable,,1,3,,0,0,,,,,0,,,9000,"Audio, Tiempo Libre","Bluetooth, Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-SP3049F.jpg,,,,,,,,,0
5338,simple,"43672 BL","Parlante Portatil Panacom SP-3050 CM",1,0,visible,"Portátil Inalámbrico

Batería recargable

Entrada Micrófono TF-USB-BT

Radio FM","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Portátil Inalámbrico</li>
 	<li>Batería recargable</li>
 	<li>Entrada Micrófono TF-USB-BT</li>
 	<li>Radio FM</li>
</ul>
<strong>MODELO: SP-3050 CM</strong>
<strong>CODIGO: 43672 BL</strong>",,,taxable,,1,3,,0,0,,,,,0,,,7706,"Audio, Tiempo Libre","Parlantes, Parlantes Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-Panacom.jpg,,,,,,,,,0
5340,simple,43681,"Parlante Panacom SP-3048",1,0,visible,"<ul>
 	<li>Portátil - Inalámbrico</li>
 	<li>Batería recargable</li>
 	<li>Entrada micrófono TF/USB/BT</li>
 	<li>Radio FM</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Portátil - Inalámbrico</li>
 	<li>Batería recargable</li>
 	<li>Entrada micrófono TF/USB/BT</li>
 	<li>Radio FM</li>
</ul>
<strong>MODELO: SP-3048</strong>
<strong>CODIGO: 43681</strong>",,,taxable,,1,3,,0,0,,,,,0,,,7616,"Audio, Hogar","Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-Panacom-SP-3048.jpg,,,,,,,,,0
5345,simple,43612,"Parlante Panacom BZ-4100",1,1,visible,"<ul>
 	<li>9W RMS</li>
 	<li>USB/TF/SD</li>
 	<li>Conexión Inalámbrica BT</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>9W RMS</li>
 	<li>USB/TF/SD</li>
 	<li>Conexión Inalámbrica BT</li>
 	<li>Batería recargable</li>
 	<li>Luces de colores</li>
</ul>
<strong>MODELO: BZ-4100</strong>
<strong>CODIGO: 43612</strong>",,,taxable,,1,3,,0,0,,,,,0,,,5500,"Audio, Hogar","Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-Panacom-BZ4100.jpg,,,,,,,,,0
5346,simple,43770,"Parlante Portátil Black Point S21",1,0,visible,"<ul>
 	<li>Conexión inalámbrica BT</li>
 	<li>TWS-Estéreo inalámbrico real</li>
 	<li>Efectos de luces led</li>
 	<li>Radio FM</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>Características:
<ul>
 	<li>Conexión inalámbrica BT</li>
 	<li>TWS-Estéreo inalámbrico real</li>
 	<li>Efectos de luces led</li>
 	<li>Radio FM</li>
 	<li>USB / Tarjeta TF</li>
 	<li>Batería recargable</li>
 	<li>5 watts de potencia de salida</li>
</ul>
</li>
 	<li>Especificaciones:
<ul>
 	<li>Subwoofer 3""</li>
 	<li>Batería de litio 800mAH</li>
</ul>
</li>
</ul>
<strong>MODELO: S21</strong>
<strong>CODIGO: 43770</strong>",,,taxable,,1,3,,0,0,,,,,0,,,3951,"Audio, Hogar","Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-Blackpoint-S21.jpg,,,,,,,,,0,,,,
5348,simple,43776,"Parlante Portátil Black Point S22.2",1,0,visible,"<ul>
 	<li>TWS: TRU WIRELESS STEREO</li>
 	<li>CONEXION BLUETOOTH</li>
 	<li>ENTRADA USB / TF</li>
 	<li>RADIO FM</li>
 	<li>EFECTO LUCES LED</li>
 	<li>ENTRADA PARA MICROFONO</li>
</ul>","Todo lo que necesitas saber sobre este producto.
<ul>
 	<li>TWS: TRU WIRELESS STEREO</li>
 	<li>CONEXION BLUETOOTH</li>
 	<li>ENTRADA USB / TF</li>
 	<li>RADIO FM</li>
 	<li>EFECTO LUCES LED</li>
 	<li>ENTRADA PARA MICROFONO</li>
 	<li>BATERIA DE LITIO RECARGABLE 500mAH DE HASTA 6 HORAS DE DURACION EN USO APROX.</li>
 	<li>4 W POTENCIA DE SALIDA</li>
 	<li>INCLUYE CABLE DE CARGA</li>
</ul>
<strong>MODELO: S22.2</strong>
<strong>CODIGO: 43776</strong>",,,taxable,,1,3,,0,0,,,,,0,,,2337,"Audio, Hogar","Parlante, Parlante Bluetooth",,https://smartpro.com.ar/wp-content/uploads/2021/05/Parlante-Blackpoint-S22.2.jpg,,,,,,,,,0,,,,
